codigo_ocorrencia;codigo_ocorrencia1;codigo_ocorrencia2;codigo_ocorrencia3;codigo_ocorrencia4;ocorrencia_classificacao;ocorrencia_latitude;ocorrencia_longitude;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;ocorrencia_aerodromo;ocorrencia_dia;ocorrencia_hora;investigacao_aeronave_liberada;investigacao_status;divulgacao_relatorio_numero;divulgacao_relatorio_publicado;divulgacao_dia_publicacao;total_recomendacoes;total_aeronaves_envolvidas;ocorrencia_saida_pista
52070;52070;52070;52070;52070;INCIDENTE;;;RIO BRANCO;AC;BRASIL;SBRB;27/10/2012;16:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52071;52071;52071;52071;52071;INCIDENTE;;;MACAÉ;RJ;BRASIL;****;11/11/2012;18:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52072;52072;52072;52072;52072;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;27/11/2012;22:05:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52073;52073;52073;52073;52073;INCIDENTE;;;SÃO SEBASTIÃO;SP;BRASIL;****;27/12/2012;20:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52231;52231;52231;52231;52231;INCIDENTE GRAVE;-16.6297222222;-49.2266666667;GOIÂNIA;GO;BRASIL;SBGO;13/09/2014;21:14:00;SIM;ATIVA;IG-156/CENIPA/2014;SIM;2018-05-17;0;1;SIM
52240;52240;52240;52240;52240;INCIDENTE GRAVE;NULL;NULL;CASCAVEL;PR;BRASIL;SBCA;25/05/2012;20:45:00;SIM;FINALIZADA;IG-601/CENIPA/2014;SIM;2014-10-13;0;1;NÃO
52241;52241;52241;52241;52241;INCIDENTE GRAVE;***;***;UBERLÂNDIA;MG;BRASIL;SBUL;21/01/2012;20:45:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52242;52242;52242;52242;52242;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;05/01/2012;20:27:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52243;52243;52243;52243;52243;INCIDENTE;;;UBATUBA;SP;BRASIL;****;06/01/2012;14:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52244;52244;52244;52244;52244;INCIDENTE;***;***;UBERLÂNDIA;MG;BRASIL;SBUL;08/01/2012;22:13:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52245;52245;52245;52245;52245;INCIDENTE;;;PORTO ALEGRE;RS;BRASIL;SBPA;09/01/2012;13:36:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52246;52246;52246;52246;52246;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;16/01/2012;16:47:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52247;52247;52247;52247;52247;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBPR;18/01/2012;13:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52248;52248;52248;52248;52248;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBMT;21/01/2012;11:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52262;52262;52262;52262;52262;ACIDENTE;-7.5352777778;-46.0566666667;BALSAS;MA;BRASIL;****;03/08/2014;09:10:00;SIM;ATIVA;A-130/CENIPA/2014;SIM;2019-03-11;0;1;NÃO
52263;52263;52263;52263;52263;INCIDENTE GRAVE;-20.8161111111;-49.4047222222;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;05/08/2014;18:30:00;SIM;FINALIZADA;A-131/CENIPA/2014;SIM;2015-05-15;0;1;NÃO
52264;52264;52264;52264;52264;ACIDENTE;-22.859167;-47.108056;CAMPINAS;SP;BRASIL;SDAM;11/08/2014;20:52:00;SIM;ATIVA;A-133/CENIPA/2014;SIM;2018-07-27;0;1;NÃO
52265;52265;52265;52265;52265;ACIDENTE;-23.9597222222;-46.3269444444;SANTOS;SP;BRASIL;****;13/08/2014;13:03:00;***;FINALIZADA;A-134/CENIPA/2014;SIM;2016-01-11;13;1;NÃO
52271;52271;52271;52271;52271;ACIDENTE;-16.5005555556;-49.4327777778;GOIANIRA;GO;BRASIL;****;23/08/2014;13:30:00;SIM;FINALIZADA;A-143/CENIPA/2014;SIM;2019-04-08;1;1;NÃO
52273;52273;52273;52273;52273;ACIDENTE;-3.7758333333;-38.5322222222;FORTALEZA;CE;BRASIL;SNFE;23/08/2014;17:34:00;SIM;FINALIZADA;A-145/CENIPA/2014;SIM;2015-05-15;0;1;NÃO
52274;52274;52274;52274;52274;ACIDENTE;-22.0141666667;-49.5252777778;PIRAJUÍ;SP;BRASIL;****;27/08/2014;09:50:00;SIM;FINALIZADA;A-146/CENIPA/2014;SIM;2018-05-17;2;1;NÃO
52275;52275;52275;52275;52275;ACIDENTE;-2.3755555556;-63.0083333333;MUCAJAÍ;RR;BRASIL;****;28/08/2014;14:40:00;SIM;FINALIZADA;A-148/CENIPA/2014;SIM;2015-03-06;0;1;SIM
52276;52276;52276;52276;52276;ACIDENTE;-8.495;-51.2183333333;CUMARU DO NORTE;PA;BRASIL;****;30/08/2014;13:10:00;SIM;FINALIZADA;A-150/CENIPA/2014;SIM;2015-04-24;0;1;NÃO
52277;52277;52277;52277;52277;ACIDENTE;-25.5316666667;-49.1830555556;CURITIBA;PR;BRASIL;SBBI;30/08/2014;16:24:00;SIM;FINALIZADA;A-149/CENIPA/2014;SIM;2016-10-18;0;1;NÃO
52278;52278;52278;52278;52278;ACIDENTE;-25.5452777778;-52.0097222222;CANDÓI;PR;BRASIL;****;31/08/2014;19:50:00;SIM;FINALIZADA;A-152/CENIPA/2014;SIM;2015-04-24;0;1;NÃO
52279;52279;52279;52279;52279;ACIDENTE;-14.6519444444;-57.5005555556;TANGARÁ DA SERRA;MT;BRASIL;SDVI;07/09/2014;16:00:00;SIM;ATIVA;A-155/CENIPA/2014;SIM;2018-07-27;3;1;NÃO
52280;52280;52280;52280;52280;ACIDENTE;***;***;LENÇÓIS;BA;BRASIL;****;10/09/2014;16:05:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52281;52281;52281;52281;52281;ACIDENTE;***;***;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;12/09/2014;19:41:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52282;52282;52282;52282;52282;ACIDENTE;***;***;BOA VISTA DO TUPIM;BA;BRASIL;****;15/09/2014;18:15:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52283;52283;52283;52283;52283;ACIDENTE;***;***;BARREIRAS;BA;BRASIL;****;24/07/2014;13:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52284;52284;52284;52284;52284;ACIDENTE;***;***;ANGRA DOS REIS;RJ;BRASIL;SDAG;22/08/2014;14:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52285;52285;52285;52285;52285;INCIDENTE GRAVE;***;***;SÃO JOSÉ DOS CAMPOS;SP;BRASIL;SBSJ;23/08/2014;15:40:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52286;52286;52286;52286;52286;INCIDENTE GRAVE;-25.4077777778;-49.23;CURITIBA;PR;BRASIL;SBBI;11/08/2014;11:15:00;SIM;FINALIZADA;IG-132/CENIPA/2014;SIM;2015-07-21;0;1;NÃO
52287;52287;52287;52287;52287;INCIDENTE GRAVE;-4.7466666667;-65.2536111111;COARI;AM;BRASIL;****;16/08/2014;11:57:00;NULL;ATIVA;IG-135/CENIPA/2014;SIM;2018-04-05;0;1;NÃO
52288;52288;52288;52288;52288;INCIDENTE GRAVE;***;***;SÃO JOÃO DA BOA VISTA;SP;BRASIL;****;16/08/2014;19:08:00;NULL;ATIVA;IG-136/CENIPA/2014;NÃO;NULL;0;2;NÃO
52289;52289;52289;52289;52289;INCIDENTE GRAVE;-15.9372222222;-47.7272222222;BRASÍLIA;DF;BRASIL;****;17/08/2014;15:05:00;SIM;FINALIZADA;IG-138/CENIPA/2014;SIM;2015-11-16;0;1;NÃO
52290;52290;52290;52290;52290;INCIDENTE GRAVE;-8.0305555556;-49.9805555556;REDENÇÃO;PA;BRASIL;SNDC;19/08/2014;17:00:00;NULL;FINALIZADA;IG-140/CENIPA/2014;SIM;2015-04-30;0;1;SIM
52291;52291;52291;52291;52291;INCIDENTE GRAVE;-1.3847222222;-48.4788888889;BELÉM;PA;BRASIL;SBBE;19/08/2014;08:45:00;NULL;FINALIZADA;IG-139/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
52292;52292;52292;52292;52292;INCIDENTE GRAVE;-22.4311111111;-47.5641666667;RIO CLARO;SP;BRASIL;SDRK;20/08/2014;16:50:00;SIM;FINALIZADA;IG-141/CENIPA/2014;SIM;2015-04-30;0;1;SIM
52293;52293;52293;52293;52293;INCIDENTE GRAVE;4.635;-60.1761111111;UIRAMUTÃ;RR;BRASIL;SWPD;20/08/2014;18:57:00;SIM;FINALIZADA;IG-142/CENIPA/2014;SIM;2015-03-06;0;1;SIM
52295;52295;52295;52295;52295;INCIDENTE GRAVE;-3.0411111111;-60.0505555556;MANAUS;AM;BRASIL;SBEG;01/09/2014;12:57:00;SIM;FINALIZADA;IG-153/CENIPA/2014;SIM;2015-07-21;1;1;NÃO
52296;52296;52296;52296;52296;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBGL;25/08/2014;16:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52297;52297;52297;52297;52297;INCIDENTE;;;RONDONÓPOLIS;MT;BRASIL;SWRD;04/09/2014;19:55:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52298;52298;52298;52298;52298;INCIDENTE;;;GUARULHOS;SP;BRASIL;****;16/07/2014;15:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52300;52300;52300;52300;52300;INCIDENTE;;;CURITIBA;PR;BRASIL;****;24/07/2014;13:16:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52301;52301;52301;52301;52301;INCIDENTE;;;CONFINS;MG;BRASIL;SBCF;25/07/2014;21:40:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52302;52302;52302;52302;52302;INCIDENTE;;;CAMPINAS;SP;BRASIL;SBKP;01/08/2014;01:01:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52303;52303;52303;52303;52303;INCIDENTE;;;MANAUS;AM;BRASIL;****;01/08/2014;14:48:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52304;52304;52304;52304;52304;INCIDENTE;***;***;RIO CLARO;SP;BRASIL;SDED;04/08/2014;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52305;52305;52305;52305;52305;INCIDENTE;;;ILHÉUS;BA;BRASIL;SBIL;05/08/2014;19:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52306;52306;52306;52306;52306;INCIDENTE;;;JUNDIAÍ;SP;BRASIL;SBJD;06/08/2014;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;SIM
52307;52307;52307;52307;52307;INCIDENTE;;;GUARULHOS;SP;BRASIL;SBGR;08/08/2014;15:53:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52308;52308;52308;52308;52308;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;SBRP;11/08/2014;16:37:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52309;52309;52309;52309;52309;INCIDENTE;***;***;RIBEIRÃO PRETO;SP;BRASIL;SBRP;11/08/2014;19:49:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52310;52310;52310;52310;52310;INCIDENTE;;;BRASÍLIA;DF;BRASIL;SBBR;13/08/2014;10:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52311;52311;52311;52311;52311;INCIDENTE;;;FOZ DO IGUAÇU;PR;BRASIL;SBFI;16/08/2014;15:23:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52312;52312;52312;52312;52312;INCIDENTE;***;***;BELO HORIZONTE;MG;BRASIL;SBPR;20/08/2014;14:02:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52313;52313;52313;52313;52313;INCIDENTE;;;BELÉM;PA;BRASIL;SBBE;23/08/2014;12:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52314;52314;52314;52314;52314;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;SBRP;24/08/2014;17:55:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52315;52315;52315;52315;52315;INCIDENTE;;;NAZARÉ PAULISTA;SP;BRASIL;****;24/08/2014;19:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52316;52316;52316;52316;52316;INCIDENTE;;;CAMPINA GRANDE;PB;BRASIL;SBKG;25/08/2014;10:24:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52317;52317;52317;52317;52317;INCIDENTE;;;RIO DE JANEIRO;RJ;BRASIL;SBJR;25/08/2014;12:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52318;52318;52318;52318;52318;INCIDENTE;;;CAMPINAS;SP;BRASIL;SBKP;28/08/2014;12:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52331;52331;52331;52331;52331;INCIDENTE;***;***;GOIÂNIA;GO;BRASIL;SBGO;29/08/2014;13:36:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52332;52332;52332;52332;52332;INCIDENTE;;;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;30/08/2014;12:07:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52333;52333;52333;52333;52333;INCIDENTE;;;RIBEIRÃO PRETO;SP;BRASIL;SBRP;01/09/2014;09:25:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52334;52334;52334;52334;52334;INCIDENTE;;;CUIABÁ;MT;BRASIL;****;01/09/2014;20:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52335;52335;52335;52335;52335;INCIDENTE;;;MACEIÓ;AL;BRASIL;SBMO;02/09/2014;19:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52336;52336;52336;52336;52336;INCIDENTE;;;EIRUNEPÉ;AM;BRASIL;SWEI;04/09/2014;13:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52337;52337;52337;52337;52337;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;11/09/2014;21:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52338;52338;52338;52338;52338;INCIDENTE;***;***;BRASÍLIA;DF;BRASIL;SBBR;13/09/2014;18:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52340;52340;52340;52340;52340;ACIDENTE;-21.4041666667;-45.8263888889;FAMA;MG;BRASIL;****;20/09/2014;15:00:00;SIM;FINALIZADA;A-158/CENIPA/2014;SIM;2018-11-07;1;1;NÃO
52341;52341;52341;52341;52341;ACIDENTE;***;***;VERANÓPOLIS;RS;BRASIL;****;21/09/2014;19:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52342;52342;52342;52342;52342;ACIDENTE;***;***;BAURU;SP;BRASIL;SBBU;22/09/2014;17:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52343;52343;52343;52343;52343;INCIDENTE;***;***;LONDRINA;PR;BRASIL;SBLO;31/08/2014;18:00:00;***;FINALIZADA;***;NÃO;NULL;0;2;NÃO
52344;52344;52344;52344;52344;INCIDENTE;;;BELO HORIZONTE;MG;BRASIL;SBBH;17/09/2014;18:23:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52345;52345;52345;52345;52345;INCIDENTE;;;SANTA CRUZ DO SUL;RS;BRASIL;SSSC;17/09/2014;15:45:00;***;FINALIZADA;***;NÃO;NULL;0;2;NÃO
52346;52346;52346;52346;52346;INCIDENTE;;;SALVADOR;BA;BRASIL;SBSV;20/09/2014;16:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52471;52471;52471;52471;52471;INCIDENTE GRAVE;-13.3877777778;-38.9091666667;CAIRU;BA;BRASIL;SNCL;15/02/2012;13:20:00;SIM;FINALIZADA;IG-081/CENIPA/2013;SIM;2014-10-01;0;1;SIM
52531;52531;52531;52531;52531;ACIDENTE;***;***;FORMOSA;GO;BRASIL;SWFR;19/09/2014;16:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52532;52532;52532;52532;52532;ACIDENTE;***;***;PINHÃO;PR;BRASIL;****;21/09/2014;19:00:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52533;52533;52533;52533;52533;ACIDENTE;-11.8411111111;-55.5411111111;SINOP;MT;BRASIL;****;23/09/2014;18:30:00;SIM;FINALIZADA;A-160/CENIPA/2014;SIM;2015-04-24;0;1;NÃO
52536;52536;52536;52536;52536;ACIDENTE;***;***;RIO DE JANEIRO;RJ;BRASIL;****;28/09/2014;17:30:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52537;52537;52537;52537;52537;ACIDENTE;-29.1461111111;-56.4672222222;ITAQUI;RS;BRASIL;****;29/09/2014;19:30:00;SIM;FINALIZADA;A-164/CENIPA/2014;SIM;2015-11-16;0;1;NÃO
52538;52538;52538;52538;52538;ACIDENTE;-12.7905555556;-42.7288888889;BOQUIRA;BA;BRASIL;SNBO;01/10/2014;14:30:00;SIM;FINALIZADA;A-166/CENIPA/2014;SIM;2015-05-22;1;1;SIM
52539;52539;52539;52539;52539;ACIDENTE;-22.3875;-47.5741666667;RIO CLARO;SP;BRASIL;****;20/07/2014;19:30:00;NULL;ATIVA;A DEFINIR;NÃO;NULL;0;2;NÃO
52551;52551;52551;52551;52551;INCIDENTE GRAVE;-1.415;-48.4588888889;BELÉM;PA;BRASIL;SBJC;16/09/2014;12:00:00;SIM;FINALIZADA;IG-157/CENIPA/2014;SIM;2015-04-30;0;1;SIM
52552;52552;52552;52552;52552;INCIDENTE GRAVE;-16.4380555556;-39.0838888889;PORTO SEGURO;BA;BRASIL;SBPS;22/09/2014;16:19:00;SIM;ATIVA;IG-159/CENIPA/2014;SIM;2017-10-27;1;1;SIM
52553;52553;52553;52553;52553;INCIDENTE GRAVE;-2.5727777778;-51.9536111111;SENADOR JOSÉ PORFÍRIO;PA;BRASIL;SDWV;23/09/2014;20:30:00;SIM;FINALIZADA;IG-161/CENIPA/2014;SIM;2015-04-30;0;1;SIM
52554;52554;52554;52554;52554;INCIDENTE GRAVE;-15.65;-56.1175;VÁRZEA GRANDE;MT;BRASIL;SBCY;30/09/2014;11:15:00;SIM;FINALIZADA;IG-165/CENIPA/2014;SIM;2016-11-11;0;1;SIM
52571;52571;52571;52571;52571;INCIDENTE;;;GRAVATÁ;PE;BRASIL;****;02/08/2014;13:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52572;52572;52572;52572;52572;INCIDENTE;;;FORTALEZA;CE;BRASIL;SBFZ;08/09/2014;11:45:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52591;52591;52591;52591;52591;INCIDENTE;;;CAMPINAS;SP;BRASIL;SDAM;10/09/2014;20:50:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52592;52592;52592;52592;52592;INCIDENTE;;;PARAUAPEBAS;PA;BRASIL;SBCJ;11/09/2014;21:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52594;52594;52594;52594;52594;INCIDENTE;***;***;SÃO PAULO;SP;BRASIL;SBMT;15/09/2014;17:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52595;52595;52595;52595;52595;INCIDENTE;;;MARABÁ;PA;BRASIL;SBMA;15/09/2014;15:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52596;52596;52596;52596;52596;ACIDENTE;-19.6244444444;-43.9719444444;CONFINS;MG;BRASIL;SBCF;25/09/2014;23:58:00;SIM;ATIVA;A-163/CENIPA/2014;SIM;2019-09-03;0;1;NÃO
52597;52597;52597;52597;52597;INCIDENTE;;;UBERLÂNDIA;MG;BRASIL;****;17/09/2014;15:10:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52598;52598;52598;52598;52598;INCIDENTE;;;MARABÁ;PA;BRASIL;SBMA;17/09/2014;19:20:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52599;52599;52599;52599;52599;INCIDENTE;***;***;GOIÂNIA;GO;BRASIL;****;18/09/2014;14:15:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52600;52600;52600;52600;52600;INCIDENTE;;;LONDRINA;PR;BRASIL;SBLO;18/09/2014;23:07:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52611;52611;52611;52611;52611;INCIDENTE;;;SALVADOR;BA;BRASIL;SBSV;21/09/2014;18:23:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52613;52613;52613;52613;52613;INCIDENTE;;;SÃO JOSÉ DOS PINHAIS;PR;BRASIL;SBCT;21/09/2014;13:43:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52614;52614;52614;52614;52614;INCIDENTE;;;UBERABA;MG;BRASIL;SBUR;24/09/2014;13:00:00;***;FINALIZADA;***;NÃO;NULL;0;2;NÃO
52615;52615;52615;52615;52615;INCIDENTE;;;BRASÍLIA;DF;BRASIL;****;25/09/2014;19:35:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52617;52617;52617;52617;52617;INCIDENTE;;;TERESINA;PI;BRASIL;SBTE;27/09/2014;19:30:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52618;52618;52618;52618;52618;INCIDENTE;;;SÃO JOSÉ DO RIO PRETO;SP;BRASIL;SBSR;27/09/2014;12:57:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52620;52620;52620;52620;52620;INCIDENTE;;;SANTARÉM;PA;BRASIL;SBSN;30/09/2014;11:47:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52621;52621;52621;52621;52621;INCIDENTE;;;SÃO PAULO;SP;BRASIL;SBSP;30/09/2014;11:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52622;52622;52622;52622;52622;INCIDENTE;;;ARAGUAÍNA;TO;BRASIL;SWGN;03/10/2014;11:00:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52623;52623;52623;52623;52623;INCIDENTE;;;RIO BRANCO;AC;BRASIL;SBRB;03/10/2014;18:58:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52624;52624;52624;52624;52624;INCIDENTE;;;CAMPINAS;SP;BRASIL;SBKP;06/10/2014;13:18:00;***;FINALIZADA;***;NÃO;NULL;0;1;NÃO
52631;52631;52631;52631;52631;ACIDENTE;-23.4794444444;-52.0122222222;MARINGÁ;PR;BRASIL;SBMG;31/08/2014;14:15:00;SIM;FINALIZADA;A-151/CENIPA/2014;SIM;2015-05-22;0;1;NÃO
52632;52632;52632;52632;52632;ACIDENTE;-9.3727777778;-69.2336111111;SENA MADUREIRA;AC;BRASIL;****;05/10/2014;12:00:00;SIM;FINALIZADA;A-167/CENIPA/2014;SIM;2015-04-30;0;1;NÃO
52633;52633;52633;52633;52633;ACIDENTE;-28.4627777778;-52.3383333333;MARAU;RS;BRASIL;****;08/10/2014;12:00:00;SIM;FINALIZADA;A-168/CENIPA/2014;SIM;2015-07-21;0;1;NÃO
52634;52634;52634;52634;52634;ACIDENTE;-22.5266666667;-50.7466666667;PARAGUAÇU PAULISTA;SP;BRASIL;****;09/10/2014;11:40:00;SIM;ATIVA;A-169/CENIPA/2014;SIM;2017-11-30;1;1;NÃO
52635;52635;52635;52635;52635;ACIDENTE;-19.8558333333;-44.3525;JUATUBA;MG;BRASIL;****;10/10/2014;18:00:00;SIM;FINALIZADA;A-170/CENIPA/2014;SIM;2016-07-14;1;1;NÃO
52636;52636;52636;52636;52636;ACIDENTE;;;TATUÍ;SP;BRASIL;SDTF;11/10/2014;16:18:00;NULL;ATIVA;A-171/CENIPA/2014;NÃO;NULL;0;1;NÃO
52637;52637;52637;52637;52637;ACIDENTE;-23.3011111111;-47.6952777778;BOITUVA;SP;BRASIL;SDOI;16/10/2014;20:30:00;NULL;ATIVA;A-172/CENIPA/2014;NÃO;NULL;0;1;NÃO
52638;52638;52638;52638;52638;ACIDENTE;-20.0080555556;-44.3333333333;JUATUBA;MG;BRASIL;****;17/10/2014;20:30:00;SIM;FINALIZADA;A-173/CENIPA/2014;SIM;2016-06-23;0;1;NÃO
52639;52639;52639;52639;52639;ACIDENTE;-8.8491666667;-59.2663888889;MANOEL URBANO;AC;BRASIL;SSPX;19/10/2014;20:05:00;SIM;FINALIZADA;A-174/CENIPA/2014;SIM;2015-07-15;0;1;SIM
52640;52640;52640;52640;52640;ACIDENTE;-20.1361111111;-54.6702777778;CAMPO GRANDE;MS;BRASIL;SBCG;22/10/2014;14:01:00;SIM;FINALIZADA;A-175/CENIPA/2014;SIM;2019-03-11;2;1;NÃO
52651;52651;52651;52651;52651;ACIDENTE;-1.144722;-61.1594444444;RORAINÓPOLIS;RR;BRASIL;****;26/10/2014;17:30:00;SIM;FINALIZADA;A-177/CENIPA/2014;SIM;2015-08-04;1;1;NÃO
52652;52652;52652;52652;52652;ACIDENTE;-25.2433333333;-48.9330555556;CAMPINA GRANDE DO SUL;PR;BRASIL;****;27/10/2014;16:30:00;SIM;FINALIZADA;A-179/CENIPA/2014;SIM;2015-06-03;0;1;NÃO
52653;52653;52653;52653;52653;INCIDENTE GRAVE;-3.0727777778;-60.0211111111;MANAUS;AM;BRASIL;SWFN;28/10/2014;14:45:00;SIM;FINALIZADA;IG-180/CENIPA/2014;SIM;2016-04-22;0;1;SIM
52654;52654;52654;52654;52654;ACIDENTE;-7.8444444444;-34.8913888889;IGARASSU;PE;BRASIL;SIFC;01/11/2014;13:50:00;NULL;FINALIZADA;A-182/CENIPA/2014;SIM;2015-05-15;0;1;NÃO
52671;52671;52671;52671;52671;ACIDENTE;-23.3644444444;-52.9047222222;CIDADE GAÚCHA;PR;BRASIL;****;17/11/2014;17:58:00;SIM;ATIVA;IG-187/CENIPA/2014;SIM;2018-09-24;3;1;NÃO
52672;52672;52672;52672;52672;ACIDENTE;***;***;ELDORADO DO SUL;RS;BRASIL;SIXE;22/10/2014;13:20:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52673;52673;52673;52673;52673;ACIDENTE;***;***;TERESINA;PI;BRASIL;****;08/11/2014;20:50:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
52674;52674;52674;52674;52674;ACIDENTE;-3.897778;-41.708611;PIRACURUCA;PI;BRASIL;****;02/09/2014;19:00:00;SIM;FINALIZADA;A-154/CENIPA/2014;SIM;2017-11-30;0;1;NÃO
52675;52675;52675;52675;52675;ACIDENTE;;;BRAGANÇA PAULISTA;SP;BRASIL;SBBP;19/11/2014;11:25:00;NULL;ATIVA;A-188/CENIPA/2014;NÃO;NULL;0;1;NÃO
52676;52676;52676;52676;52676;ACIDENTE;-6.8472222222;-51.2677777778;TUCUMÃ;PA;BRASIL;****;30/11/2014;16:14:00;SIM;FINALIZADA;A-189/CENIPA/2014;SIM;2015-05-22;0;1;NÃO
52691;52691;52691;52691;52691;INCIDENTE GRAVE;***;***;SANTANA DO PARAÍSO;MG;BRASIL;****;24/10/2014;15:35:00;NULL;NULL;NULL;NÃO;NULL;0;1;NÃO
